EventID,TimeCreated,Computer,EventRecordID,Image,ParentImage,User,CommandLine,CommandLine_norm
1,2025-12-03 02:13:50,HOST-031,341292,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,C:\Windows\System32\services.exe,DOMAIN\david,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE C:\Users\bob\Desktop\notes.txt,c:\program files\microsoft office\root\office16\winword.exe c:\users\bob\desktop\notes.txt
1,2025-11-27 02:02:15,HOST-151,340062,C:\Windows\System32\cmd.exe,C:\Windows\System32\services.exe,DOMAIN\david,"""C:\Windows\System32\cmd.exe"" /c ""dir C:\Users && echo done""","""c:\windows\system32\cmd.exe"" /c ""dir c:\users && echo done"""
1,2025-11-29 18:00:06,HOST-018,801474,C:\Windows\System32\svchost.exe,C:\Windows\System32\services.exe,DOMAIN\alice,"""C:\Windows\System32\svchost.exe""","""c:\windows\system32\svchost.exe"""
1,2025-12-03 07:13:04,HOST-125,704201,C:\Program Files\Notepad++\notepad++.exe,C:\Windows\explorer.exe,DOMAIN\david,"""C:\Program Files\Notepad++\notepad++.exe"" ""C:\Users\charlie\Downloads\budget.xlsx""","""c:\program files\notepad++\notepad++.exe"" ""c:\users\charlie\downloads\budget.xlsx"""
1,2025-11-27 12:21:49,HOST-122,201639,C:\Program Files\VideoLAN\VLC\vlc.exe,C:\Program Files\Git\bin\bash.exe,DOMAIN\david,"""C:\Program Files\VideoLAN\VLC\vlc.exe"" ""C:\Users\user\Videos\sample.mp4""","""c:\program files\videolan\vlc\vlc.exe"" ""c:\users\user\videos\sample.mp4"""
1,2025-11-27 00:40:04,HOST-169,806073,C:\Windows\System32\wuauclt.exe,C:\Windows\System32\cmd.exe,LOCAL SERVICE,"""C:\Windows\System32\wuauclt.exe"" /detectnow","""c:\windows\system32\wuauclt.exe"" /detectnow"
1,2025-11-27 16:42:58,HOST-168,360735,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\Windows\System32\cmd.exe,DOMAIN\bob,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -NoProfile -ExecutionPolicy Bypass -Command ""Get-Process | Sort-Object CPU -Descending | Select-Object -First 10""","""c:\windows\system32\windowspowershell\v1.0\powershell.exe"" -noprofile -executionpolicy bypass -command ""get-process | sort-object cpu -descending | select-object -first 10"""
1,2025-11-29 18:01:17,HOST-050,585100,C:\Program Files\Notepad++\notepad++.exe,C:\Windows\System32\cmd.exe,DOMAIN\david,"""C:\Program Files\Notepad++\notepad++.exe"" ""C:\Users\alice\Documents\report.docx""","""c:\program files\notepad++\notepad++.exe"" ""c:\users\alice\documents\report.docx"""
1,2025-12-03 01:10:59,HOST-064,202664,C:\Program Files\VMware\VMware Workstation\vmware.exe,C:\Program Files\Git\bin\bash.exe,DOMAIN\bob,"""C:\Program Files\VMware\VMware Workstation\vmware.exe""","""c:\program files\vmware\vmware workstation\vmware.exe"""
1,2025-12-02 05:05:42,HOST-013,324130,C:\Program Files\Google\Chrome\Application\chrome.exe,C:\Program Files\Git\bin\bash.exe,DOMAIN\alice,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer --user-data-dir=""C:\Users\user\AppData\Local\Google\Chrome\User Data\Default"" https://docs.company.com","""c:\program files\google\chrome\application\chrome.exe"" --type=renderer data\default"" https://docs.company.com"
1,2025-12-01 21:25:12,HOST-103,399105,C:\Program Files\Mozilla Firefox\firefox.exe,C:\Windows\System32\cmd.exe,DOMAIN\alice,"""C:\Program Files\Mozilla Firefox\firefox.exe"" --type=renderer --user-data-dir=""C:\Users\user\AppData\Local\Google\Chrome\User Data\Default"" https://mail.company.com","""c:\program files\mozilla firefox\firefox.exe"" --type=renderer data\default"" https://mail.company.com"
1,2025-11-27 01:55:26,HOST-109,707314,C:\Windows\explorer.exe,C:\Windows\explorer.exe,NETWORK SERVICE,"""C:\Windows\explorer.exe""","""c:\windows\explorer.exe"""
1,2025-12-02 03:45:50,HOST-189,627276,C:\Windows\System32\svchost.exe,C:\Windows\System32\services.exe,DOMAIN\alice,"""C:\Windows\System32\svchost.exe""","""c:\windows\system32\svchost.exe"""
1,2025-11-27 04:50:51,HOST-136,723939,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,DOMAIN\charlie,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -NoProfile -ExecutionPolicy Bypass -Command ""Get-Service | Where-Object {$_.Status -eq ""Running""}""","""c:\windows\system32\windowspowershell\v1.0\powershell.exe"" -noprofile -executionpolicy bypass -command ""get-service | where-object {$_.status -eq ""running""}"""
1,2025-11-26 20:27:54,HOST-018,749468,C:\Program Files\Git\bin\bash.exe,C:\Windows\System32\services.exe,DOMAIN\david,"""C:\Program Files\Git\bin\bash.exe"" -lc ""ls -la /mnt/c/Users""","""c:\program files\git\bin\bash.exe"" -lc ""ls -la /mnt/c/users"""
1,2025-11-30 05:02:19,HOST-021,373432,C:\Program Files\Java\jre1.8.0_291\bin\java.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,LOCAL SERVICE,"""C:\Program Files\Java\jre1.8.0_291\bin\java.exe"" -jar ""C:\Program Files\app\service.jar""","""c:\program files\java\jre1.8.0_291\bin\java.exe"" -jar ""c:\program files\app\service.jar"""
1,2025-11-30 00:16:11,HOST-053,579434,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,"""C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE"" ""C:\Users\bob\Desktop\notes.txt""","""c:\program files\microsoft office\root\office16\winword.exe"" ""c:\users\bob\desktop\notes.txt"""
1,2025-12-03 04:52:23,HOST-081,204837,C:\Windows\System32\cmd.exe,C:\Windows\System32\cmd.exe,DOMAIN\bob,"""C:\Windows\System32\cmd.exe"" /c ""dir C:\Users && echo done""","""c:\windows\system32\cmd.exe"" /c ""dir c:\users && echo done"""
1,2025-11-27 04:55:34,HOST-019,356150,C:\Program Files\Git\cmd\git.exe,C:\Windows\System32\svchost.exe,DOMAIN\david,"""C:\Program Files\Git\cmd\git.exe"" clone https://github.com/example/repo.git","""c:\program files\git\cmd\git.exe"" clone https://github.com/example/repo.git"
1,2025-12-02 18:57:16,HOST-095,108203,C:\Program Files\Mozilla Firefox\firefox.exe,C:\Windows\System32\cmd.exe,DOMAIN\eve,"""C:\Program Files\Mozilla Firefox\firefox.exe"" --type=renderer --user-data-dir=""C:\Users\user\AppData\Local\Google\Chrome\User Data\Profile 2"" about:blank","""c:\program files\mozilla firefox\firefox.exe"" --type=renderer data\profile 2"" about:blank"
1,2025-11-28 00:00:16,HOST-171,377312,C:\Program Files\Java\jre1.8.0_291\bin\java.exe,C:\Windows\System32\services.exe,DOMAIN\eve,"""C:\Program Files\Java\jre1.8.0_291\bin\java.exe"" -jar ""C:\Program Files\app\service.jar""","""c:\program files\java\jre1.8.0_291\bin\java.exe"" -jar ""c:\program files\app\service.jar"""
1,2025-11-28 22:14:23,HOST-030,852470,C:\Program Files\Notepad++\notepad++.exe,C:\Windows\explorer.exe,DOMAIN\bob,"""C:\Program Files\Notepad++\notepad++.exe"" ""C:\Users\bob\Desktop\notes.txt""","""c:\program files\notepad++\notepad++.exe"" ""c:\users\bob\desktop\notes.txt"""
1,2025-12-02 12:06:01,HOST-088,612262,C:\Program Files\Java\jre1.8.0_291\bin\java.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,DOMAIN\david,"""C:\Program Files\Java\jre1.8.0_291\bin\java.exe"" -jar ""C:\Program Files\app\service.jar""","""c:\program files\java\jre1.8.0_291\bin\java.exe"" -jar ""c:\program files\app\service.jar"""
1,2025-11-30 10:02:41,HOST-065,908577,C:\Program Files\Google\Chrome\Application\chrome.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,DOMAIN\alice,C:\Program Files\Google\Chrome\Application\chrome.exe --type=renderer --user-data-dir=C:\Users\user\AppData\Local\Google\Chrome\User Data\Profile 1 about:blank,c:\program files\google\chrome\application\chrome.exe --type=renderer data\profile 1 about:blank
1,2025-11-27 17:28:30,HOST-034,178898,C:\Program Files\Mozilla Firefox\firefox.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,DOMAIN\eve,"""C:\Program Files\Mozilla Firefox\firefox.exe"" --type=renderer --user-data-dir=""C:\Users\user\AppData\Local\Google\Chrome\User Data\Profile 1"" https://mail.company.com","""c:\program files\mozilla firefox\firefox.exe"" --type=renderer data\profile 1"" https://mail.company.com"
1,2025-11-28 04:01:29,HOST-177,550664,C:\Program Files\Notepad++\notepad++.exe,C:\Windows\System32\services.exe,DOMAIN\charlie,"""C:\Program Files\Notepad++\notepad++.exe"" ""C:\Users\bob\Desktop\notes.txt""","""c:\program files\notepad++\notepad++.exe"" ""c:\users\bob\desktop\notes.txt"""
1,2025-11-28 22:04:43,HOST-033,815198,C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE,C:\Windows\System32\svchost.exe,DOMAIN\alice,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE"" ""C:\Users\alice\Documents\report.docx""","""c:\program files\microsoft office\root\office16\outlook.exe"" ""c:\users\alice\documents\report.docx"""
1,2025-12-01 07:15:19,HOST-064,750810,C:\Windows\System32\wuauclt.exe,C:\Program Files\Git\bin\bash.exe,DOMAIN\bob,"""C:\Windows\System32\wuauclt.exe"" /detectnow","""c:\windows\system32\wuauclt.exe"" /detectnow"
1,2025-11-28 12:27:34,HOST-192,532322,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,C:\Program Files\Git\bin\bash.exe,DOMAIN\charlie,"""C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE"" ""C:\Users\alice\Documents\report.docx""","""c:\program files\microsoft office\root\office16\winword.exe"" ""c:\users\alice\documents\report.docx"""
1,2025-11-29 09:10:24,HOST-007,379766,C:\Windows\System32\svchost.exe,C:\Program Files\Git\bin\bash.exe,DOMAIN\charlie,"""C:\Windows\System32\svchost.exe""","""c:\windows\system32\svchost.exe"""
1,2025-11-29 01:40:40,HOST-041,309267,C:\Program Files\Git\bin\bash.exe,C:\Program Files\Git\bin\bash.exe,DOMAIN\bob,"""C:\Program Files\Git\bin\bash.exe"" -lc ""ls -la /mnt/c/Users""","""c:\program files\git\bin\bash.exe"" -lc ""ls -la /mnt/c/users"""
1,2025-11-28 17:08:33,HOST-118,517821,C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE,C:\Program Files\Git\bin\bash.exe,NT AUTHORITY\SYSTEM,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE"" ""C:\Users\alice\Documents\report.docx""","""c:\program files\microsoft office\root\office16\outlook.exe"" ""c:\users\alice\documents\report.docx"""
1,2025-12-01 05:18:15,HOST-085,812526,C:\Program Files\Google\Chrome\Application\chrome.exe,C:\Program Files\Git\bin\bash.exe,DOMAIN\eve,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer --user-data-dir=""C:\Users\user\AppData\Local\Google\Chrome\User Data\Profile 1"" about:blank","""c:\program files\google\chrome\application\chrome.exe"" --type=renderer data\profile 1"" about:blank"
1,2025-11-29 12:58:25,HOST-138,287241,C:\Windows\System32\cmd.exe,C:\Windows\System32\services.exe,NT AUTHORITY\SYSTEM,"""C:\Windows\System32\cmd.exe"" /c ""dir C:\Users && echo done""","""c:\windows\system32\cmd.exe"" /c ""dir c:\users && echo done"""
1,2025-11-30 04:15:16,HOST-149,557592,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\Windows\System32\services.exe,DOMAIN\eve,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -NoProfile -ExecutionPolicy Bypass -Command ""Get-Process | Sort-Object CPU -Descending | Select-Object -First 10""","""c:\windows\system32\windowspowershell\v1.0\powershell.exe"" -noprofile -executionpolicy bypass -command ""get-process | sort-object cpu -descending | select-object -first 10"""
1,2025-12-01 15:54:01,HOST-156,101773,C:\Program Files\Git\bin\bash.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,DOMAIN\bob,"""C:\Program Files\Git\bin\bash.exe"" -lc ""ls -la /mnt/c/Users""","""c:\program files\git\bin\bash.exe"" -lc ""ls -la /mnt/c/users"""
1,2025-11-30 09:04:01,HOST-134,753425,C:\Windows\System32\wuauclt.exe,C:\Windows\System32\cmd.exe,DOMAIN\david,"""C:\Windows\System32\wuauclt.exe"" /detectnow","""c:\windows\system32\wuauclt.exe"" /detectnow"
1,2025-11-30 07:53:49,HOST-081,521947,C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,DOMAIN\bob,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE"" ""C:\Users\bob\Desktop\notes.txt""","""c:\program files\microsoft office\root\office16\outlook.exe"" ""c:\users\bob\desktop\notes.txt"""
1,2025-11-30 23:19:24,HOST-179,810219,C:\Program Files\Notepad++\notepad++.exe,C:\Windows\explorer.exe,DOMAIN\eve,"""C:\Program Files\Notepad++\notepad++.exe"" ""C:\Users\alice\Documents\report.docx""","""c:\program files\notepad++\notepad++.exe"" ""c:\users\alice\documents\report.docx"""
1,2025-12-03 00:29:15,HOST-192,974224,C:\Program Files\Docker\Docker\resources\bin\docker.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,DOMAIN\charlie,"""C:\Program Files\Docker\Docker\resources\bin\docker.exe"" run --rm hello-world","""c:\program files\docker\docker\resources\bin\docker.exe"" run --rm hello-world"
1,2025-11-30 06:45:04,HOST-001,587575,C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE,C:\Windows\explorer.exe,DOMAIN\eve,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE"" ""C:\Users\bob\Desktop\notes.txt""","""c:\program files\microsoft office\root\office16\outlook.exe"" ""c:\users\bob\desktop\notes.txt"""
1,2025-11-28 10:18:56,HOST-114,790855,C:\Program Files\Java\jre1.8.0_291\bin\java.exe,C:\Windows\explorer.exe,NETWORK SERVICE,"""C:\Program Files\Java\jre1.8.0_291\bin\java.exe"" -jar ""C:\Program Files\app\service.jar""","""c:\program files\java\jre1.8.0_291\bin\java.exe"" -jar ""c:\program files\app\service.jar"""
1,2025-11-27 12:05:25,HOST-022,958179,C:\Program Files\Git\cmd\git.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,DOMAIN\eve,"""C:\Program Files\Git\cmd\git.exe"" status","""c:\program files\git\cmd\git.exe"" status"
1,2025-11-28 18:53:24,HOST-193,254511,C:\Program Files\Java\jre1.8.0_291\bin\java.exe,C:\Windows\System32\svchost.exe,DOMAIN\david,"""C:\Program Files\Java\jre1.8.0_291\bin\java.exe"" -jar ""C:\Program Files\app\service.jar""","""c:\program files\java\jre1.8.0_291\bin\java.exe"" -jar ""c:\program files\app\service.jar"""
1,2025-11-27 06:06:07,HOST-007,577538,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,C:\Windows\System32\cmd.exe,DOMAIN\alice,"""C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE"" ""C:\Users\charlie\Downloads\budget.xlsx""","""c:\program files\microsoft office\root\office16\winword.exe"" ""c:\users\charlie\downloads\budget.xlsx"""
1,2025-12-01 05:17:48,HOST-107,355836,C:\Program Files\Microsoft VS Code\Code.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,DOMAIN\david,"""C:\Program Files\Microsoft VS Code\Code.exe""","""c:\program files\microsoft vs code\code.exe"""
1,2025-12-02 15:45:20,HOST-038,587115,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,C:\Program Files\Git\bin\bash.exe,DOMAIN\alice,"""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=renderer --user-data-dir=""C:\Users\user\AppData\Local\Google\Chrome\User Data\Profile 1"" https://docs.company.com","""c:\program files (x86)\microsoft\edge\application\msedge.exe"" --type=renderer data\profile 1"" https://docs.company.com"
1,2025-12-03 03:41:17,HOST-013,724377,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,C:\Windows\System32\cmd.exe,DOMAIN\david,"""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=renderer --user-data-dir=""C:\Users\user\AppData\Local\Google\Chrome\User Data\Default"" https://mail.company.com","""c:\program files (x86)\microsoft\edge\application\msedge.exe"" --type=renderer data\default"" https://mail.company.com"
1,2025-12-02 11:55:00,HOST-082,547470,C:\Program Files\Docker\Docker\resources\bin\docker.exe,C:\Program Files\Git\bin\bash.exe,NETWORK SERVICE,"""C:\Program Files\Docker\Docker\resources\bin\docker.exe"" run --rm hello-world","""c:\program files\docker\docker\resources\bin\docker.exe"" run --rm hello-world"
1,2025-11-29 08:54:11,HOST-141,980660,C:\Program Files\Mozilla Firefox\firefox.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,NETWORK SERVICE,"""C:\Program Files\Mozilla Firefox\firefox.exe"" --type=renderer --user-data-dir=""C:\Users\user\AppData\Local\Google\Chrome\User Data\Profile 1"" https://mail.company.com","""c:\program files\mozilla firefox\firefox.exe"" --type=renderer data\profile 1"" https://mail.company.com"
1,2025-12-01 17:00:41,HOST-164,181247,C:\Program Files\Git\cmd\git.exe,C:\Windows\System32\cmd.exe,DOMAIN\eve,"""C:\Program Files\Git\cmd\git.exe"" status","""c:\program files\git\cmd\git.exe"" status"
1,2025-12-02 22:13:12,HOST-183,184491,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,C:\Windows\System32\svchost.exe,DOMAIN\eve,"""C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE"" ""C:\Users\bob\Desktop\notes.txt""","""c:\program files\microsoft office\root\office16\winword.exe"" ""c:\users\bob\desktop\notes.txt"""
