"EventID","TimeCreated","Computer","EventRecordID","Image","ParentImage","User","CommandLine","CommandLine_norm"
"1","2025-11-21 05:02:04","HOST-021","6888397","C:\Program Files\Git\cmd\git.exe","C:\Program Files\Google\Chrome\Application\chrome.exe","DOMAIN\user4","""C:\Program Files\Git\cmd\git.exe"" clone https://github.com/example/repo404.git","""c:\program files\git\cmd\git.exe"" clone https://github.com/example/repo404.git"
"1","2025-11-28 10:45:58","HOST-346","2761068","C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE","C:\Windows\System32\svchost.exe","DOMAIN\user64","""C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE"" ""C:\Users\user64\Documents\file_404.docx""","""c:\program files\microsoft office\root\office16\winword.exe"" ""c:\users\user64\documents\file_404.docx"""
"1","2025-11-26 16:52:23","HOST-281","9908045","C:\Program Files\Java\jre1.8.0_291\bin\java.exe","C:\Windows\explorer.exe","DOMAIN\user275","""C:\Program Files\Java\jre1.8.0_291\bin\java.exe"" -jar ""C:\Program Files\app\service_17.jar""","""c:\program files\java\jre1.8.0_291\bin\java.exe"" -jar ""c:\program files\app\service_17.jar"""
"1","2025-11-25 11:58:31","HOST-114","5037240","C:\Program Files\VideoLAN\VLC\vlc.exe","C:\Windows\System32\services.exe","DOMAIN\user91","""C:\Program Files\VideoLAN\VLC\vlc.exe"" ""C:\Users\user91\Videos\video_266.mp4""","""c:\program files\videolan\vlc\vlc.exe"" ""c:\users\user91\videos\video_266.mp4"""
"1","2025-11-21 13:55:07","HOST-272","3776218","C:\Program Files\Java\jre1.8.0_291\bin\java.exe","C:\Program Files\Google\Chrome\Application\chrome.exe","DOMAIN\user3","""C:\Program Files\Java\jre1.8.0_291\bin\java.exe"" -jar ""C:\Program Files\app\service_11.jar""","""c:\program files\java\jre1.8.0_291\bin\java.exe"" -jar ""c:\program files\app\service_11.jar"""
"1","2025-11-20 19:24:29","HOST-269","1317080","C:\Program Files\7-Zip\7z.exe","C:\Program Files\Google\Chrome\Application\chrome.exe","DOMAIN\user177","""C:\Program Files\7-Zip\7z.exe"" a ""C:\Users\user177\Archives\backup_240.7z"" ""C:\Users\user177\Documents\*""","""c:\program files\7-zip\7z.exe"" a ""c:\users\user177\archives\backup_240.7z"" ""c:\users\user177\documents\*"""
"1","2025-11-23 16:29:26","HOST-378","3575858","C:\Program Files\Java\jre1.8.0_291\bin\java.exe","C:\Windows\System32\svchost.exe","DOMAIN\user222","""C:\Program Files\Java\jre1.8.0_291\bin\java.exe"" -jar ""C:\Program Files\app\service_9.jar""","""c:\program files\java\jre1.8.0_291\bin\java.exe"" -jar ""c:\program files\app\service_9.jar"""
"1","2025-11-24 04:51:04","HOST-266","604377","C:\Program Files\Microsoft VS Code\Code.exe","C:\Program Files\Google\Chrome\Application\chrome.exe","DOMAIN\user24","C:\Program Files\Microsoft VS Code\Code.exe C:\Projects\repo111\README.md --session 4325cf","c:\program files\microsoft vs code\code.exe c:\projects\repo111\readme.md --session 4325cf"
"1","2025-11-26 01:38:10","HOST-243","2343631","C:\Windows\System32\cmd.exe","C:\Windows\System32\services.exe","DOMAIN\user138","""C:\Windows\System32\cmd.exe"" /c ""dir C:\Users\user138 && echo 7d5b87""","""c:\windows\system32\cmd.exe"" /c ""dir c:\users\user138 && echo 7d5b87"""
"1","2025-11-20 15:51:33","HOST-112","3615622","C:\Program Files\7-Zip\7z.exe","C:\Windows\System32\services.exe","DOMAIN\user260","""C:\Program Files\7-Zip\7z.exe"" a ""C:\Users\user260\Archives\backup_145.7z"" ""C:\Users\user260\Documents\*""","""c:\program files\7-zip\7z.exe"" a ""c:\users\user260\archives\backup_145.7z"" ""c:\users\user260\documents\*"""
"1","2025-11-23 18:23:38","HOST-105","3501028","C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE","C:\Program Files\Git\bin\bash.exe","DOMAIN\user170","""C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE"" ""C:\Users\user170\Documents\file_419.docx""","""c:\program files\microsoft office\root\office16\winword.exe"" ""c:\users\user170\documents\file_419.docx"""
"1","2025-11-21 05:27:02","HOST-226","3202867","C:\Windows\System32\cmd.exe","C:\Program Files\Git\bin\bash.exe","DOMAIN\user33","""C:\Windows\System32\cmd.exe"" /c ""dir C:\Users\user33 && echo 1345d2""","""c:\windows\system32\cmd.exe"" /c ""dir c:\users\user33 && echo 1345d2"""
"1","2025-12-02 14:22:22","HOST-314","3172851","C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE","C:\Windows\System32\services.exe","DOMAIN\user53","""C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE"" ""C:\Users\user53\Documents\file_294.docx""","""c:\program files\microsoft office\root\office16\winword.exe"" ""c:\users\user53\documents\file_294.docx"""
"1","2025-11-21 04:26:30","HOST-119","7936554","C:\Program Files\Microsoft VS Code\Code.exe","C:\Windows\explorer.exe","DOMAIN\user148","""C:\Program Files\Microsoft VS Code\Code.exe"" ""C:\Projects\repo89\README.md""","""c:\program files\microsoft vs code\code.exe"" ""c:\projects\repo89\readme.md"""
"1","2025-11-30 09:32:47","HOST-047","7958284","C:\Program Files\Google\Chrome\Application\chrome.exe","C:\Windows\explorer.exe","DOMAIN\user78","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --user-data-dir=""C:\Users\user78\AppData\Local\4415c8"" https://docs.company.com/page20","""c:\program files\google\chrome\application\chrome.exe"" --user-data-dir=""c:\users\user78\appdata\local\4415c8"" https://docs.company.com/page20"
"1","2025-11-26 01:35:29","HOST-219","1070098","C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE","C:\Windows\System32\services.exe","DOMAIN\user198","""C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE"" ""C:\Users\user198\Documents\file_386.docx""","""c:\program files\microsoft office\root\office16\winword.exe"" ""c:\users\user198\documents\file_386.docx"""
"1","2025-11-21 04:18:20","HOST-266","1120049","C:\Windows\System32\svchost.exe","C:\Program Files\Git\bin\bash.exe","DOMAIN\user205","""C:\Windows\System32\svchost.exe"" --arg48","""c:\windows\system32\svchost.exe"" --arg48"
"1","2025-11-27 21:47:36","HOST-354","1108760","C:\Program Files\VideoLAN\VLC\vlc.exe","C:\Program Files\Google\Chrome\Application\chrome.exe","DOMAIN\user65","""C:\Program Files\VideoLAN\VLC\vlc.exe"" ""C:\Users\user65\Videos\video_79.mp4"" --session 32f9fb","""c:\program files\videolan\vlc\vlc.exe"" ""c:\users\user65\videos\video_79.mp4"" --session 32f9fb"
"1","2025-11-27 12:43:25","HOST-044","9391873","C:\Program Files\Google\Chrome\Application\chrome.exe","C:\Windows\System32\cmd.exe","DOMAIN\user78","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --user-data-dir=""C:\Users\user78\AppData\Local\9f2181"" https://docs.company.com/page171","""c:\program files\google\chrome\application\chrome.exe"" --user-data-dir=""c:\users\user78\appdata\local\9f2181"" https://docs.company.com/page171"
"1","2025-11-21 03:26:21","HOST-284","516168","C:\Windows\System32\svchost.exe","C:\Windows\explorer.exe","DOMAIN\user93","""C:\Windows\System32\svchost.exe"" --arg38","""c:\windows\system32\svchost.exe"" --arg38"
"1","2025-11-26 14:46:57","HOST-028","7354578","C:\Program Files\Microsoft VS Code\Code.exe","C:\Program Files\Git\bin\bash.exe","DOMAIN\user102","""C:\Program Files\Microsoft VS Code\Code.exe"" ""C:\Projects\repo164\README.md""","""c:\program files\microsoft vs code\code.exe"" ""c:\projects\repo164\readme.md"""
"1","2025-12-01 12:49:32","HOST-292","3267923","C:\Windows\System32\svchost.exe","C:\Windows\explorer.exe","DOMAIN\user246","""C:\Windows\System32\svchost.exe"" --arg23 --session eb92c8","""c:\windows\system32\svchost.exe"" --arg23 --session eb92c8"
"1","2025-11-23 19:10:54","HOST-158","3528694","C:\Program Files\Notepad++\notepad++.exe","C:\Windows\System32\cmd.exe","DOMAIN\user12","""C:\Program Files\Notepad++\notepad++.exe"" ""C:\Users\user12\Documents\file_461.docx""","""c:\program files\notepad++\notepad++.exe"" ""c:\users\user12\documents\file_461.docx"""
"1","2025-11-25 06:08:30","HOST-133","1454408","C:\Program Files\Git\cmd\git.exe","C:\Windows\System32\svchost.exe","DOMAIN\user292","""C:\Program Files\Git\cmd\git.exe"" clone https://github.com/example/repo112.git","""c:\program files\git\cmd\git.exe"" clone https://github.com/example/repo112.git"
"1","2025-11-20 12:24:03","HOST-231","9309129","C:\Program Files\Mozilla Firefox\firefox.exe","C:\Windows\System32\services.exe","DOMAIN\user103","""C:\Program Files\Mozilla Firefox\firefox.exe"" --user-data-dir=""C:\Users\user103\AppData\Local\2d42f0"" https://docs.company.com/page50","""c:\program files\mozilla firefox\firefox.exe"" --user-data-dir=""c:\users\user103\appdata\local\2d42f0"" https://docs.company.com/page50"
"1","2025-11-25 05:44:08","HOST-300","6093362","C:\Windows\System32\cmd.exe","C:\Windows\explorer.exe","DOMAIN\user65","""C:\Windows\System32\cmd.exe"" /c ""dir C:\Users\user65 && echo 58019b""","""c:\windows\system32\cmd.exe"" /c ""dir c:\users\user65 && echo 58019b"""
"1","2025-11-23 14:49:18","HOST-379","9477389","C:\Windows\System32\svchost.exe","C:\Program Files\Git\bin\bash.exe","DOMAIN\user178","""C:\Windows\System32\svchost.exe"" --arg51","""c:\windows\system32\svchost.exe"" --arg51"
"1","2025-11-19 23:05:36","HOST-380","5905445","C:\Program Files\Docker\Docker\resources\bin\docker.exe","C:\Windows\explorer.exe","DOMAIN\user239","""C:\Program Files\Docker\Docker\resources\bin\docker.exe"" run --rm redis --session 9f4a65","""c:\program files\docker\docker\resources\bin\docker.exe"" run --rm redis --session 9f4a65"
"1","2025-11-20 12:17:46","HOST-371","4288231","C:\Program Files\VideoLAN\VLC\vlc.exe","C:\Windows\explorer.exe","DOMAIN\user16","""C:\Program Files\VideoLAN\VLC\vlc.exe"" ""C:\Users\user16\Videos\video_26.mp4""","""c:\program files\videolan\vlc\vlc.exe"" ""c:\users\user16\videos\video_26.mp4"""
"1","2025-11-23 02:54:21","HOST-160","2888879","C:\Program Files\Microsoft VS Code\Code.exe","C:\Windows\System32\services.exe","DOMAIN\user294","""C:\Program Files\Microsoft VS Code\Code.exe"" ""C:\Projects\repo136\README.md""","""c:\program files\microsoft vs code\code.exe"" ""c:\projects\repo136\readme.md"""
"1","2025-11-24 08:11:19","HOST-031","8403672","C:\Program Files\Java\jre1.8.0_291\bin\java.exe","C:\Windows\System32\svchost.exe","DOMAIN\user20","""C:\Program Files\Java\jre1.8.0_291\bin\java.exe"" -jar ""C:\Program Files\app\service_41.jar""","""c:\program files\java\jre1.8.0_291\bin\java.exe"" -jar ""c:\program files\app\service_41.jar"""
"1","2025-11-23 16:46:37","HOST-189","8026554","C:\Windows\explorer.exe","C:\Windows\System32\cmd.exe","DOMAIN\user71","""C:\Windows\explorer.exe"" --arg23","""c:\windows\explorer.exe"" --arg23"
"1","2025-11-29 19:09:10","HOST-216","3731145","C:\Program Files\Google\Chrome\Application\chrome.exe","C:\Windows\explorer.exe","DOMAIN\user133","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --user-data-dir=""C:\Users\user133\AppData\Local\76622b"" https://docs.company.com/page181","""c:\program files\google\chrome\application\chrome.exe"" --user-data-dir=""c:\users\user133\appdata\local\76622b"" https://docs.company.com/page181"
"1","2025-11-25 17:07:52","HOST-014","9095112","C:\Program Files\Git\cmd\git.exe","C:\Program Files\Google\Chrome\Application\chrome.exe","DOMAIN\user89","""C:\Program Files\Git\cmd\git.exe"" clone https://github.com/example/repo242.git --session 57dd66","""c:\program files\git\cmd\git.exe"" clone https://github.com/example/repo242.git --session 57dd66"
"1","2025-11-25 11:44:03","HOST-181","1901779","C:\Program Files\Git\cmd\git.exe","C:\Windows\System32\services.exe","DOMAIN\user49","""C:\Program Files\Git\cmd\git.exe"" clone https://github.com/example/repo115.git","""c:\program files\git\cmd\git.exe"" clone https://github.com/example/repo115.git"
"1","2025-12-01 13:05:52","HOST-017","5620431","C:\Program Files\Java\jre1.8.0_291\bin\java.exe","C:\Windows\System32\svchost.exe","DOMAIN\user205","""C:\Program Files\Java\jre1.8.0_291\bin\java.exe"" -jar ""C:\Program Files\app\service_44.jar""","""c:\program files\java\jre1.8.0_291\bin\java.exe"" -jar ""c:\program files\app\service_44.jar"""
"1","2025-11-22 23:50:57","HOST-157","4400630","C:\Windows\System32\svchost.exe","C:\Windows\System32\svchost.exe","DOMAIN\user175","""C:\Windows\System32\svchost.exe"" --arg87","""c:\windows\system32\svchost.exe"" --arg87"
"1","2025-12-02 03:05:59","HOST-309","4784929","C:\Program Files\Java\jre1.8.0_291\bin\java.exe","C:\Program Files\Google\Chrome\Application\chrome.exe","DOMAIN\user213","""C:\Program Files\Java\jre1.8.0_291\bin\java.exe"" -jar ""C:\Program Files\app\service_45.jar"" --session b8e57d","""c:\program files\java\jre1.8.0_291\bin\java.exe"" -jar ""c:\program files\app\service_45.jar"" --session b8e57d"
"1","2025-12-02 04:36:16","HOST-250","2103092","C:\Program Files\Notepad++\notepad++.exe","C:\Windows\explorer.exe","DOMAIN\user125","""C:\Program Files\Notepad++\notepad++.exe"" ""C:\Users\user125\Documents\file_354.docx""","""c:\program files\notepad++\notepad++.exe"" ""c:\users\user125\documents\file_354.docx"""
"1","2025-11-26 14:19:36","HOST-301","7676254","C:\Program Files\Microsoft VS Code\Code.exe","C:\Windows\System32\services.exe","DOMAIN\user230","""C:\Program Files\Microsoft VS Code\Code.exe"" ""C:\Projects\repo116\README.md""","""c:\program files\microsoft vs code\code.exe"" ""c:\projects\repo116\readme.md"""
"1","2025-12-02 18:57:53","HOST-193","424514","C:\Program Files\Docker\Docker\resources\bin\docker.exe","C:\Windows\explorer.exe","DOMAIN\user132","""C:\Program Files\Docker\Docker\resources\bin\docker.exe"" run --rm nginx:alpine","""c:\program files\docker\docker\resources\bin\docker.exe"" run --rm nginx:alpine"
"1","2025-11-25 21:13:56","HOST-024","5814994","C:\Program Files\Java\jre1.8.0_291\bin\java.exe","C:\Program Files\Git\bin\bash.exe","DOMAIN\user266","""C:\Program Files\Java\jre1.8.0_291\bin\java.exe"" -jar ""C:\Program Files\app\service_5.jar"" --session 852676","""c:\program files\java\jre1.8.0_291\bin\java.exe"" -jar ""c:\program files\app\service_5.jar"" --session 852676"
"1","2025-11-23 08:26:11","HOST-074","4647458","C:\Windows\System32\svchost.exe","C:\Windows\explorer.exe","DOMAIN\user180","""C:\Windows\System32\svchost.exe"" --arg99","""c:\windows\system32\svchost.exe"" --arg99"
"1","2025-11-27 22:02:58","HOST-339","6006471","C:\Windows\System32\svchost.exe","C:\Program Files\Google\Chrome\Application\chrome.exe","DOMAIN\user83","""C:\Windows\System32\svchost.exe"" --arg23","""c:\windows\system32\svchost.exe"" --arg23"
"1","2025-11-24 19:24:35","HOST-062","2566198","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","C:\Program Files\Google\Chrome\Application\chrome.exe","DOMAIN\user282","""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -NoProfile -Command ""Get-Service""","""c:\windows\system32\windowspowershell\v1.0\powershell.exe"" -noprofile -command ""get-service"""
"1","2025-11-30 01:44:15","HOST-393","9325875","C:\Windows\System32\svchost.exe","C:\Windows\System32\services.exe","DOMAIN\user63","""C:\Windows\System32\svchost.exe"" --arg39","""c:\windows\system32\svchost.exe"" --arg39"
"1","2025-11-26 21:16:28","HOST-271","7751148","C:\Program Files\Docker\Docker\resources\bin\docker.exe","C:\Program Files\Google\Chrome\Application\chrome.exe","DOMAIN\user217","""C:\Program Files\Docker\Docker\resources\bin\docker.exe"" run --rm hello-world","""c:\program files\docker\docker\resources\bin\docker.exe"" run --rm hello-world"
"1","2025-11-26 13:18:49","HOST-326","4801214","C:\Program Files\Java\jre1.8.0_291\bin\java.exe","C:\Windows\System32\cmd.exe","DOMAIN\user33","""C:\Program Files\Java\jre1.8.0_291\bin\java.exe"" -jar ""C:\Program Files\app\service_4.jar""","""c:\program files\java\jre1.8.0_291\bin\java.exe"" -jar ""c:\program files\app\service_4.jar"""
"1","2025-11-23 08:02:37","HOST-378","1331914","C:\Program Files\Notepad++\notepad++.exe","C:\Program Files\Git\bin\bash.exe","DOMAIN\user287","""C:\Program Files\Notepad++\notepad++.exe"" ""C:\Users\user287\Documents\file_431.docx"" --session 78c7f5","""c:\program files\notepad++\notepad++.exe"" ""c:\users\user287\documents\file_431.docx"" --session 78c7f5"
"1","2025-11-26 10:25:11","HOST-253","448958","C:\Program Files\7-Zip\7z.exe","C:\Windows\System32\svchost.exe","DOMAIN\user46","""C:\Program Files\7-Zip\7z.exe"" a ""C:\Users\user46\Archives\backup_346.7z"" ""C:\Users\user46\Documents\*"" --session 7fa9ce","""c:\program files\7-zip\7z.exe"" a ""c:\users\user46\archives\backup_346.7z"" ""c:\users\user46\documents\*"" --session 7fa9ce"
"1","2025-11-21 17:58:32","HOST-040","9778782","C:\Program Files\Git\cmd\git.exe","C:\Program Files\Google\Chrome\Application\chrome.exe","DOMAIN\user215","""C:\Program Files\Git\cmd\git.exe"" clone https://github.com/example/repo225.git","""c:\program files\git\cmd\git.exe"" clone https://github.com/example/repo225.git"
"1","2025-11-22 09:28:25","HOST-115","1773231","C:\Program Files\Java\jre1.8.0_291\bin\java.exe","C:\Windows\System32\cmd.exe","DOMAIN\user148","""C:\Program Files\Java\jre1.8.0_291\bin\java.exe"" -jar ""C:\Program Files\app\service_26.jar""","""c:\program files\java\jre1.8.0_291\bin\java.exe"" -jar ""c:\program files\app\service_26.jar"""
"1","2025-11-24 01:19:51","HOST-146","969285","C:\Program Files\Git\cmd\git.exe","C:\Program Files\Google\Chrome\Application\chrome.exe","DOMAIN\user28","""C:\Program Files\Git\cmd\git.exe"" clone https://github.com/example/repo301.git","""c:\program files\git\cmd\git.exe"" clone https://github.com/example/repo301.git"
"1","2025-12-01 17:02:40","HOST-332","5655450","C:\Program Files\Google\Chrome\Application\chrome.exe","C:\Program Files\Google\Chrome\Application\chrome.exe","DOMAIN\user278","C:\Program Files\Google\Chrome\Application\chrome.exe --user-data-dir=C:\Users\user278\AppData\Local\79f0dd https://docs.company.com/page123","c:\program files\google\chrome\application\chrome.exe --user-data-dir=c:\users\user278\appdata\local\79f0dd https://docs.company.com/page123"
"1","2025-11-26 00:03:35","HOST-367","5856726","C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE","C:\Windows\explorer.exe","DOMAIN\user211","""C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE"" ""C:\Users\user211\Documents\file_157.docx""","""c:\program files\microsoft office\root\office16\winword.exe"" ""c:\users\user211\documents\file_157.docx"""
"1","2025-11-26 06:01:56","HOST-193","3065891","C:\Program Files\Docker\Docker\resources\bin\docker.exe","C:\Windows\explorer.exe","DOMAIN\user23","""C:\Program Files\Docker\Docker\resources\bin\docker.exe"" run --rm redis","""c:\program files\docker\docker\resources\bin\docker.exe"" run --rm redis"
"1","2025-11-21 06:44:26","HOST-176","5140809","C:\Windows\explorer.exe","C:\Windows\explorer.exe","DOMAIN\user220","""C:\Windows\explorer.exe"" --arg65","""c:\windows\explorer.exe"" --arg65"
"1","2025-11-20 23:59:19","HOST-294","9951031","C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE","C:\Windows\explorer.exe","DOMAIN\user153","C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE C:\Users\user153\Documents\file_152.docx","c:\program files\microsoft office\root\office16\winword.exe c:\users\user153\documents\file_152.docx"
